NCESSCH,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LCITY,LSTATE,LZIP,PHONE,CHARTER_TEXT,VIRTUAL,GSLO,GSHI,SCHOOL_LEVEL,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,ULOCALE,NMCNTY,LATCOD,LONCOD
361119000888,3611190,NY-270601040000,FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT,FONDA-FULTONVILLE K-4 SCHOOL,112 OLD JOHNSTOWN RD,FONDA,NY,12068,(518)853-3332,No,Not Virtual,PK,4,Elementary,Regular School,Currently operational,41-Rural: Fringe,Montgomery County,42.9592,-74.3668
361119004586,3611190,NY-270601040000,FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT,FONDA-FULTONVILLE 5-8 SCHOOL,112 OLD JOHNSTOWN RD,FONDA,NY,12068,(518)853-4747,No,Not Virtual,5,8,Middle,Regular School,Currently operational,41-Rural: Fringe,Montgomery County,42.9592,-74.3668
361125000889,3611250,NY-061503040000,FORESTVILLE CENTRAL SCHOOL DISTRICT,FORESTVILLE CENTRAL HIGH SCHOOL,4 ACADEMY ST,FORESTVILLE,NY,14062,(716)965-2711,No,Not Virtual,7,12,High,Regular School,Currently operational,42-Rural: Distant,Chautauqua County,42.466,-79.1771
361125000890,3611250,NY-061503040000,FORESTVILLE CENTRAL SCHOOL DISTRICT,FORESTVILLE ELEMENTARY SCHOOL,12 WATER ST,FORESTVILLE,NY,14062,(716)965-2742,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,42-Rural: Distant,Chautauqua County,42.465,-79.1802
361128000891,3611280,NY-640502040000,FORT ANN CENTRAL SCHOOL DISTRICT,FORT ANN MIDDLE/HIGH SCHOOL,1 CATHERINE ST,FORT ANN,NY,12827,(518)639-5594,No,Not Virtual,6,12,High,Regular School,Currently operational,42-Rural: Distant,Washington County,43.4106,-73.4919
361128006545,3611280,NY-640502040000,FORT ANN CENTRAL SCHOOL DISTRICT,FORT ANN ELEMENTARY SCHOOL,1 CATHERINE ST,FORT ANN,NY,12827,(518)639-5594,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,42-Rural: Distant,Washington County,43.4106,-73.4919
361131000893,3611310,NY-640601020000,FORT EDWARD UNION FREE SCHOOL DISTRICT,FORT EDWARD SCHOOL,220 BROADWAY,FORT EDWARD,NY,12828,(518)747-4529,No,Not Virtual,PK,12,Other,Regular School,Currently operational,23-Suburb: Small,Washington County,43.273,-73.5851
361137000894,3611370,NY-270701040000,FORT PLAIN CENTRAL SCHOOL DISTRICT,HARRY HOAG SCHOOL,25 HIGH ST,FORT PLAIN,NY,13339,(518)993-4000,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,41-Rural: Fringe,Montgomery County,42.9333,-74.6353
361137000895,3611370,NY-270701040000,FORT PLAIN CENTRAL SCHOOL DISTRICT,FORT PLAIN JUNIOR-SENIOR HIGH SCHOOL,1 WEST ST,FORT PLAIN,NY,13339,(518)993-4000,No,Not Virtual,7,12,High,Regular School,Currently operational,32-Town: Distant,Montgomery County,42.9319,-74.63
361140000896,3611400,NY-210402060000,FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,FRANKFORT-SCHUYLER CENTRAL HIGH SCHOOL,605 PALMER ST,FRANKFORT,NY,13340,(315)895-7461,No,Not Virtual,9,12,High,Regular School,Currently operational,31-Town: Fringe,Herkimer County,43.03,-75.0725
361140000898,3611400,NY-210402060000,FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,FRANKFORT-SCHUYLER ELEMENTARY SCHOOL,610 REESE RD,FRANKFORT,NY,13340,(315)895-7491,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,31-Town: Fringe,Herkimer County,43.0266,-75.0713
361140005755,3611400,NY-210402060000,FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,FRANKFORT-SCHUYLER MIDDLE SCHOOL,605 PALMER ST,FRANKFORT,NY,13340,(315)895-7461,No,Not Virtual,6,8,Middle,Regular School,Currently operational,31-Town: Fringe,Herkimer County,43.03,-75.0725
361143000900,3611430,NY-120701040000,FRANKLIN CENTRAL SCHOOL DISTRICT,FRANKLIN CENTRAL SCHOOL,26 INSTITUTE ST,FRANKLIN,NY,13775,(607)829-3025,No,Not Virtual,PK,12,Other,Regular School,Currently operational,42-Rural: Distant,Delaware County,42.338647,-75.167947
361146000901,3611460,NY-280217020000,FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT,JOHN STREET SCHOOL,560 NASSAU BLVD,FRANKLIN SQUARE,NY,11010,(516)505-6955,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.704854,-73.661854
361146000902,3611460,NY-280217020000,FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT,POLK STREET SCHOOL,960 POLK AVE,FRANKLIN SQUARE,NY,11010,(516)326-3785,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.6971,-73.6774
361146000903,3611460,NY-280217020000,FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT,WASHINGTON STREET SCHOOL,760 WASHINGTON ST,FRANKLIN SQUARE,NY,11010,(516)505-6995,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.712175,-73.667933
361149000904,3611490,NY-041101040000,FRANKLINVILLE CENTRAL SCHOOL DISTRICT,FRANKLINVILLE ELEMENTARY SCHOOL,32 N MAIN ST,FRANKLINVILLE,NY,14737,(716)676-8020,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,42-Rural: Distant,Cattaraugus County,42.3412,-78.4576
361149000905,3611490,NY-041101040000,FRANKLINVILLE CENTRAL SCHOOL DISTRICT,FRANKLINVILLE JUNIOR-SENIOR HIGH SCHOOL,31 N MAIN ST,FRANKLINVILLE,NY,14737,(716)676-8060,No,Not Virtual,6,12,High,Regular School,Currently operational,42-Rural: Distant,Cattaraugus County,42.3402,-78.4561
361152000906,3611520,NY-062201060000,FREDONIA CENTRAL SCHOOL DISTRICT,FREDONIA ELEMENTARY SCHOOL,425 E MAIN ST,FREDONIA,NY,14063,(716)679-1581,No,Not Virtual,1,4,Elementary,Regular School,Currently operational,32-Town: Distant,Chautauqua County,42.446943,-79.308916
361152000907,3611520,NY-062201060000,FREDONIA CENTRAL SCHOOL DISTRICT,FREDONIA HIGH SCHOOL,425 E MAIN ST,FREDONIA,NY,14063,(716)679-1581,No,Not Virtual,9,12,High,Regular School,Currently operational,32-Town: Distant,Chautauqua County,42.446943,-79.308916
361152000908,3611520,NY-062201060000,FREDONIA CENTRAL SCHOOL DISTRICT,FREDONIA MIDDLE SCHOOL,425 E MAIN ST,FREDONIA,NY,14063,(716)679-1581,No,Not Virtual,5,8,Middle,Regular School,Currently operational,32-Town: Distant,Chautauqua County,42.446943,-79.308916
361152006697,3611520,NY-062201060000,FREDONIA CENTRAL SCHOOL DISTRICT,WHEELOCK PRIMARY SCHOOL,75 CHESTNUT ST,FREDONIA,NY,14063,(716)679-1581,No,Not Virtual,PK,KG,Elementary,Regular School,Currently operational,32-Town: Distant,Chautauqua County,42.43672,-79.336686
361155000909,3611550,NY-280209030000,FREEPORT UNION FREE SCHOOL DISTRICT,ARCHER STREET SCHOOL,255 ARCHER ST,FREEPORT,NY,11520,(516)867-5250,No,Not Virtual,KG,4,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.6474,-73.5878
361155000910,3611550,NY-280209030000,FREEPORT UNION FREE SCHOOL DISTRICT,BAYVIEW AVENUE SCHOOL,325 W MERRICK RD,FREEPORT,NY,11520,(516)867-5255,No,Not Virtual,KG,4,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.6515,-73.5947
361155000911,3611550,NY-280209030000,FREEPORT UNION FREE SCHOOL DISTRICT,CAROLINE G ATKINSON SCHOOL,58 W SEAMAN AVE,FREEPORT,NY,11520,(516)867-5270,No,Not Virtual,5,6,Middle,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.6654,-73.5905
361155000914,3611550,NY-280209030000,FREEPORT UNION FREE SCHOOL DISTRICT,FREEPORT HIGH SCHOOL,50 S BROOKSIDE AVE,FREEPORT,NY,11520,(516)867-5300,No,Not Virtual,9,12,High,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.6547,-73.6024
361155000915,3611550,NY-280209030000,FREEPORT UNION FREE SCHOOL DISTRICT,JOHN W DODD MIDDLE SCHOOL,25 PINE ST,FREEPORT,NY,11520,(516)867-5286,No,Not Virtual,7,8,Middle,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.6552,-73.5838
361155000916,3611550,NY-280209030000,FREEPORT UNION FREE SCHOOL DISTRICT,LEO F GIBLYN SCHOOL,450 S OCEAN AVE,FREEPORT,NY,11520,(516)867-5260,No,Not Virtual,KG,4,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.6419,-73.5848
361155001636,3611550,NY-280209030000,FREEPORT UNION FREE SCHOOL DISTRICT,NEW VISIONS ELEMENTARY SCHOOL,80 RAYNOR ST,FREEPORT,NY,11520,(516)867-5390,No,Not Virtual,KG,4,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.651706,-73.579829
361155004441,3611550,NY-280209030000,FREEPORT UNION FREE SCHOOL DISTRICT,COLUMBUS AVENUE SCHOOL,150 N COLUMBUS AVE,FREEPORT,NY,11520,(516)867-5240,No,Not Virtual,PK,2,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.6637,-73.578
361161000917,3611610,NY-060301040000,FREWSBURG CENTRAL SCHOOL DISTRICT,FREWSBURG JUNIOR-SENIOR HIGH SCHOOL,26 INSTITUTE ST,FREWSBURG,NY,14738,(716)569-7055,No,Not Virtual,7,12,High,Regular School,Currently operational,42-Rural: Distant,Chautauqua County,42.05534,-79.160761
361161000918,3611610,NY-060301040000,FREWSBURG CENTRAL SCHOOL DISTRICT,ROBERT H JACKSON ELEMENTARY SCHOOL,135 IVORY ST,FREWSBURG,NY,14738,(716)569-7031,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,42-Rural: Distant,Chautauqua County,42.060109,-79.15186
361164000919,3611640,NY-021601040000,FRIENDSHIP CENTRAL SCHOOL DISTRICT,FRIENDSHIP CENTRAL SCHOOL,46 W MAIN ST,FRIENDSHIP,NY,14739,(585)973-3311,No,Not Virtual,PK,12,Other,Regular School,Currently operational,42-Rural: Distant,Allegany County,42.2064,-78.1354
361167000468,3611670,NY-141604060000,FRONTIER CENTRAL SCHOOL DISTRICT,BIG TREE ELEMENTARY SCHOOL,S 4460 BAY VIEW RD,HAMBURG,NY,14075,(716)926-1740,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Erie County,42.765,-78.8302
361167000920,3611670,NY-141604060000,FRONTIER CENTRAL SCHOOL DISTRICT,FRONTIER MIDDLE SCHOOL,2751 AMSDELL RD,HAMBURG,NY,14075,(716)926-1730,No,Not Virtual,6,8,Middle,Regular School,Currently operational,21-Suburb: Large,Erie County,42.7367,-78.8962
361167000923,3611670,NY-141604060000,FRONTIER CENTRAL SCHOOL DISTRICT,BLASDELL ELEMENTARY SCHOOL,3780 S PARK AVE,BLASDELL,NY,14219,(716)926-1750,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Erie County,42.7955,-78.8228
361167000924,3611670,NY-141604060000,FRONTIER CENTRAL SCHOOL DISTRICT,CLOVERBANK ELEMENTARY SCHOOL,2761 CLOVERBANK RD,HAMBURG,NY,14075,(716)926-1760,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Erie County,42.7479,-78.8953
361167000925,3611670,NY-141604060000,FRONTIER CENTRAL SCHOOL DISTRICT,FRONTIER SENIOR HIGH SCHOOL,S 4432 BAY VIEW RD,HAMBURG,NY,14075,(716)926-1720,No,Not Virtual,9,12,High,Regular School,Currently operational,21-Suburb: Large,Erie County,42.7665,-78.8319
361167000926,3611670,NY-141604060000,FRONTIER CENTRAL SCHOOL DISTRICT,PINEHURST ELEMENTARY SCHOOL,6050 FAIRWAY CT,LAKE VIEW,NY,14085,(716)926-1770,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Erie County,42.7225,-78.9403
361170000929,3611700,NY-460500010000,FULTON CITY SCHOOL DISTRICT,FAIRGRIEVE SCHOOL,716 ACADEMY ST,FULTON,NY,13069,(315)593-5550,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,32-Town: Distant,Oswego County,43.3235,-76.4052
361170000930,3611700,NY-460500010000,FULTON CITY SCHOOL DISTRICT,FULTON JUNIOR HIGH SCHOOL,129 CURTIS ST,FULTON,NY,13069,(315)593-5440,No,Not Virtual,7,8,Middle,Regular School,Currently operational,32-Town: Distant,Oswego County,43.3022,-76.42
361170000931,3611700,NY-460500010000,FULTON CITY SCHOOL DISTRICT,G RAY BODLEY HIGH SCHOOL,6 WILLIAM GILLARD DR,FULTON,NY,13069,(315)593-5400,No,Not Virtual,9,12,High,Regular School,Currently operational,32-Town: Distant,Oswego County,43.308,-76.4217
361170000932,3611700,NY-460500010000,FULTON CITY SCHOOL DISTRICT,J E LANIGAN SCHOOL,59 BAKEMAN AVE,FULTON,NY,13069,(315)593-5470,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,32-Town: Distant,Oswego County,43.3062,-76.4054
361170000934,3611700,NY-460500010000,FULTON CITY SCHOOL DISTRICT,GRANBY ELEMENTARY SCHOOL,400 W 7TH ST N,FULTON,NY,13069,(315)593-5480,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,41-Rural: Fringe,Oswego County,43.3324,-76.4289
361170000936,3611700,NY-460500010000,FULTON CITY SCHOOL DISTRICT,VOLNEY ELEMENTARY SCHOOL,2592 STATE RT 3,FULTON,NY,13069,(315)593-5570,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,41-Rural: Fringe,Oswego County,43.3332,-76.3909
361173000938,3611730,NY-520701040000,GALWAY CENTRAL SCHOOL DISTRICT,GALWAY JUNIOR/SENIOR HIGH SCHOOL,5317 SACANDAGA RD,GALWAY,NY,12074,(518)882-1033,No,Not Virtual,6,12,High,Regular School,Currently operational,41-Rural: Fringe,Saratoga County,43.023125,-74.034054
361173000939,3611730,NY-520701040000,GALWAY CENTRAL SCHOOL DISTRICT,JOSEPH HENRY ELEMENTARY SCHOOL,5317 SACANDAGA RD,GALWAY,NY,12074,(518)882-1033,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,41-Rural: Fringe,Saratoga County,43.023125,-74.034054
361174000940,3611740,NY-650902040000,GANANDA CENTRAL SCHOOL DISTRICT,RUBEN A CIRILLO HIGH SCHOOL,3195 WIEDRICK RD,WALWORTH,NY,14568,(315)986-3521,No,Not Virtual,9,12,High,Regular School,Currently operational,41-Rural: Fringe,Wayne County,43.1199,-77.3077
361174003447,3611740,NY-650902040000,GANANDA CENTRAL SCHOOL DISTRICT,GANANDA MIDDLE SCHOOL,1500 DAYSPRING RDG,WALWORTH,NY,14568,(315)986-3521,No,Not Virtual,6,8,Middle,Regular School,Currently operational,31-Town: Fringe,Wayne County,43.1253,-77.3072
361174004685,3611740,NY-650902040000,GANANDA CENTRAL SCHOOL DISTRICT,RICHARD MANN ELEMENTARY SCHOOL,1336 WATERFORD RD,WALWORTH,NY,14568,(315)986-3521,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,41-Rural: Fringe,Wayne County,43.1208,-77.3106
361176000941,3611760,NY-280218030000,GARDEN CITY UNION FREE SCHOOL DISTRICT,GARDEN CITY MIDDLE SCHOOL,98 CHERRY VALLEY AVE,GARDEN CITY,NY,11530,(516)478-3000,No,Not Virtual,6,8,Middle,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.7239,-73.6441
361176000942,3611760,NY-280218030000,GARDEN CITY UNION FREE SCHOOL DISTRICT,GARDEN CITY HIGH SCHOOL,170 ROCKAWAY AVE,GARDEN CITY,NY,11530,(516)478-2000,No,Not Virtual,9,12,High,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.7331,-73.653
361176000944,3611760,NY-280218030000,GARDEN CITY UNION FREE SCHOOL DISTRICT,HOMESTEAD SCHOOL,2 HOMESTEAD AVE,GARDEN CITY,NY,11530,(516)478-1700,No,Not Virtual,KG,1,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.727704,-73.673868
361176000945,3611760,NY-280218030000,GARDEN CITY UNION FREE SCHOOL DISTRICT,LOCUST SCHOOL,220 BOYLSTON ST,GARDEN CITY,NY,11530,(516)478-1800,No,Not Virtual,KG,1,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.7252,-73.6135
361176000946,3611760,NY-280218030000,GARDEN CITY UNION FREE SCHOOL DISTRICT,STEWART SCHOOL,501 STEWART AVE,GARDEN CITY,NY,11530,(516)478-1400,No,Not Virtual,2,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.7311,-73.6188
361176000947,3611760,NY-280218030000,GARDEN CITY UNION FREE SCHOOL DISTRICT,STRATFORD AVENUE SCHOOL,97 STRATFORD AVE,GARDEN CITY,NY,11530,(516)478-1500,No,Not Virtual,2,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.7282,-73.6666
361176001637,3611760,NY-280218030000,GARDEN CITY UNION FREE SCHOOL DISTRICT,HEMLOCK SCHOOL,78 BAYBERRY AVE,GARDEN CITY,NY,11530,(516)478-1600,No,Not Virtual,KG,1,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.74,-73.6259
361186000948,3611860,NY-480404020000,GARRISON UNION FREE SCHOOL DISTRICT,GARRISON SCHOOL,1100 RT 9D,GARRISON,NY,10524,(845)424-3689,No,Not Virtual,PK,8,Elementary,Regular School,Currently operational,41-Rural: Fringe,Putnam County,41.380516,-73.937931
361188000949,3611880,NY-260401060000,GATES CHILI CENTRAL SCHOOL DISTRICT,FLORENCE BRASSER SCHOOL,1000 COLDWATER RD,ROCHESTER,NY,14624,(585)247-1880,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Monroe County,43.115,-77.7448
361188000950,3611880,NY-260401060000,GATES CHILI CENTRAL SCHOOL DISTRICT,GATES-CHILI HIGH SCHOOL,1 SPARTAN WAY,ROCHESTER,NY,14624,(585)247-5050,No,Not Virtual,9,12,High,Regular School,Currently operational,21-Suburb: Large,Monroe County,43.1549,-77.7057
361188000951,3611880,NY-260401060000,GATES CHILI CENTRAL SCHOOL DISTRICT,GATES-CHILI MIDDLE SCHOOL,2 SPARTAN WAY,ROCHESTER,NY,14624,(585)247-5050,No,Not Virtual,6,8,Middle,Regular School,Currently operational,21-Suburb: Large,Monroe County,43.152033,-77.705127
361188000952,3611880,NY-260401060000,GATES CHILI CENTRAL SCHOOL DISTRICT,NEIL ARMSTRONG SCHOOL,3273 LYELL RD,ROCHESTER,NY,14606,(585)247-3190,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Monroe County,43.1621,-77.7152
361188000953,3611880,NY-260401060000,GATES CHILI CENTRAL SCHOOL DISTRICT,PAUL ROAD SCHOOL,571 PAUL RD,ROCHESTER,NY,14624,(585)247-2144,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Monroe County,43.1048,-77.7252
361188000955,3611880,NY-260401060000,GATES CHILI CENTRAL SCHOOL DISTRICT,WALT DISNEY SCHOOL,175 COLDWATER RD,ROCHESTER,NY,14624,(585)247-3151,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Monroe County,43.1399,-77.7375
361191000958,3611910,NY-220401040000,GENERAL BROWN CENTRAL SCHOOL DISTRICT,BROWNVILLE SCHOOL,771 MAIN ST,BROWNVILLE,NY,13615,(315)779-2300,No,Not Virtual,3,6,Elementary,Regular School,Currently operational,23-Suburb: Small,Jefferson County,44.000859,-75.971945
361191000959,3611910,NY-220401040000,GENERAL BROWN CENTRAL SCHOOL DISTRICT,DEXTER ELEMENTARY SCHOOL,415 E GROVE ST,DEXTER,NY,13634,(315)779-2300,No,Not Virtual,PK,2,Elementary,Regular School,Currently operational,23-Suburb: Small,Jefferson County,44.011902,-76.037414
361191000960,3611910,NY-220401040000,GENERAL BROWN CENTRAL SCHOOL DISTRICT,GENERAL BROWN JUNIOR-SENIOR HIGH SCHOOL,17643 CEMETERY RD,DEXTER,NY,13634,(315)779-2300,No,Not Virtual,7,12,High,Regular School,Currently operational,41-Rural: Fringe,Jefferson County,44.014644,-76.019518
361194000961,3611940,NY-240401040000,GENESEO CENTRAL SCHOOL DISTRICT,GENESEO MIDDLE SCHOOL HIGH SCHOOL,4050 AVON RD,GENESEO,NY,14454,(585)243-3450,No,Not Virtual,6,12,High,Regular School,Currently operational,32-Town: Distant,Livingston County,42.812598,-77.809213
361194004553,3611940,NY-240401040000,GENESEO CENTRAL SCHOOL DISTRICT,GENESEO ELEMENTARY SCHOOL,4050 AVON RD,GENESEO,NY,14454,(585)243-3450,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,32-Town: Distant,Livingston County,42.812598,-77.809213
361194006556,3611940,NY-240401040000,GENESEO CENTRAL SCHOOL DISTRICT,LIVINGSTON COUNTY JAIL,4 COURT ST,GENESEO,NY,14454,(585)243-7180,No,Not Reported,M,M,Not reported,Alternative Education School,School temporarily closed,32-Town: Distant,Livingston County,42.801477,-77.816121
361197000963,3611970,NY-430700010000,GENEVA CITY SCHOOL DISTRICT,GENEVA MIDDLE SCHOOL,101 CARTER RD,GENEVA,NY,14456,(315)781-0404,No,Not Virtual,6,8,Middle,Regular School,Currently operational,32-Town: Distant,Ontario County,42.8796,-76.992
361197000964,3611970,NY-430700010000,GENEVA CITY SCHOOL DISTRICT,GENEVA HIGH SCHOOL,101 CARTER RD,GENEVA,NY,14456,(315)781-0402,No,Not Virtual,9,12,High,Regular School,Currently operational,32-Town: Distant,Ontario County,42.8786,-76.992
361197000965,3611970,NY-430700010000,GENEVA CITY SCHOOL DISTRICT,NORTH STREET ELEMENTARY SCHOOL,400 W NORTH ST,GENEVA,NY,14456,(315)781-0489,No,Not Virtual,2,5,Elementary,Regular School,Currently operational,32-Town: Distant,Ontario County,42.8773,-76.9961
361197000966,3611970,NY-430700010000,GENEVA CITY SCHOOL DISTRICT,WEST STREET ELEMENTARY SCHOOL,30 WEST ST,GENEVA,NY,14456,(315)781-0406,No,Not Virtual,PK,1,Elementary,Regular School,Currently operational,32-Town: Distant,Ontario County,42.865,-76.9968
361203006321,3612030,NY-100902040000,GERMANTOWN CENTRAL SCHOOL DISTRICT,GERMANTOWN ELEMENTARY SCHOOL,123 MAIN ST,GERMANTOWN,NY,12526,(518)537-6281,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,41-Rural: Fringe,Columbia County,42.1327,-73.8899
361203006337,3612030,NY-100902040000,GERMANTOWN CENTRAL SCHOOL DISTRICT,GERMANTOWN JUNIOR-SENIOR HIGH SCHOOL,123 MAIN ST,GERMANTOWN,NY,12526,(518)537-6261,No,Not Virtual,7,12,High,Regular School,Currently operational,41-Rural: Fringe,Columbia County,42.1327,-73.8899
361212000970,3612120,NY-540801040000,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,GILBOA-CONESVILLE CENTRAL SCHOOL,132 WYCKOFF RD,GILBOA,NY,12076,(607)588-7541,No,Not Virtual,PK,12,Other,Regular School,Currently operational,43-Rural: Remote,Schoharie County,42.3924,-74.4408
361218000972,3612180,NY-280100010000,GLEN COVE CITY SCHOOL DISTRICT,CONNOLLY SCHOOL,100 RIDGE DR,GLEN COVE,NY,11542,(516)801-7310,No,Not Virtual,3,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.85752,-73.606108
361218000973,3612180,NY-280100010000,GLEN COVE CITY SCHOOL DISTRICT,DEASY SCHOOL,2 DOSORIS LN,GLEN COVE,NY,11542,(516)801-7110,No,Not Virtual,PK,2,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.871013,-73.629791
361218000974,3612180,NY-280100010000,GLEN COVE CITY SCHOOL DISTRICT,GLEN COVE HIGH SCHOOL,150 DOSORIS LN,GLEN COVE,NY,11542,(516)801-7610,No,Not Virtual,9,12,High,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.879972,-73.627239
361218000975,3612180,NY-280100010000,GLEN COVE CITY SCHOOL DISTRICT,GRIBBIN SCHOOL,100 SEAMAN RD,GLEN COVE,NY,11542,(516)801-7210,No,Not Virtual,KG,2,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.876381,-73.620421
361218000976,3612180,NY-280100010000,GLEN COVE CITY SCHOOL DISTRICT,LANDING SCHOOL,60 MCLOUGHLIN ST,GLEN COVE,NY,11542,(516)801-7410,No,Not Virtual,3,5,Elementary,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.863433,-73.645038
361218000977,3612180,NY-280100010000,GLEN COVE CITY SCHOOL DISTRICT,ROBERT M FINLEY MIDDLE SCHOOL,1 FOREST AVE,GLEN COVE,NY,11542,(516)801-7510,No,Not Virtual,6,8,Middle,Regular School,Currently operational,21-Suburb: Large,Nassau County,40.871237,-73.628413
361224000978,3612240,NY-630300010000,GLENS FALLS CITY SCHOOL DISTRICT,BIG CROSS STREET SCHOOL,15 BIG CROSS ST,GLENS FALLS,NY,12801,(518)792-2619,No,Not Virtual,PK,4,Elementary,Regular School,Currently operational,13-City: Small,Warren County,43.3021,-73.6563
361224000980,3612240,NY-630300010000,GLENS FALLS CITY SCHOOL DISTRICT,GLENS FALLS MIDDLE SCHOOL,20 QUADE ST,GLENS FALLS,NY,12801,(518)793-3418,No,Not Virtual,5,8,Middle,Regular School,Currently operational,13-City: Small,Warren County,43.310943,-73.660575
361224000981,3612240,NY-630300010000,GLENS FALLS CITY SCHOOL DISTRICT,GLENS FALLS SENIOR HIGH SCHOOL,10 QUADE ST,GLENS FALLS,NY,12801,(518)792-6564,No,Not Virtual,9,12,High,Regular School,Currently operational,13-City: Small,Warren County,43.310186,-73.6605
361224000982,3612240,NY-630300010000,GLENS FALLS CITY SCHOOL DISTRICT,JACKSON HEIGHTS SCHOOL,24 JACKSON AVE,GLENS FALLS,NY,12801,(518)792-1071,No,Not Virtual,PK,4,Elementary,Regular School,Currently operational,13-City: Small,Warren County,43.3236,-73.6399
361224000983,3612240,NY-630300010000,GLENS FALLS CITY SCHOOL DISTRICT,KENSINGTON ROAD SCHOOL,43 KENSINGTON RD,GLENS FALLS,NY,12801,(518)793-5151,No,Not Virtual,PK,4,Elementary,Regular School,Currently operational,13-City: Small,Warren County,43.3178,-73.6646
361227000985,3612270,NY-170500010000,GLOVERSVILLE CITY SCHOOL DISTRICT,BOULEVARD SCHOOL,56 EAST BLVD,GLOVERSVILLE,NY,12078,(518)775-5740,No,Not Virtual,3,5,Elementary,Regular School,Currently operational,32-Town: Distant,Fulton County,43.0551,-74.3266
361227000986,3612270,NY-170500010000,GLOVERSVILLE CITY SCHOOL DISTRICT,GLOVERSVILLE MIDDLE SCHOOL,234 LINCOLN ST,GLOVERSVILLE,NY,12078,(518)775-5720,No,Not Virtual,6,8,Middle,Regular School,Currently operational,32-Town: Distant,Fulton County,43.0528,-74.3641
361227000987,3612270,NY-170500010000,GLOVERSVILLE CITY SCHOOL DISTRICT,GLOVERSVILLE HIGH SCHOOL,199 LINCOLN ST,GLOVERSVILLE,NY,12078,(518)775-5710,No,Not Virtual,9,12,High,Regular School,Currently operational,32-Town: Distant,Fulton County,43.0537,-74.3615
